timestamp,open,high,low,close,volume
2023-09-07 04:00:00-04:00,19.64,20.62,19.64,20.62,1.26
2023-09-07 04:01:00-04:00,20.62,20.62,20.62,20.62,0.0
2023-09-07 04:02:00-04:00,20.62,20.62,20.62,20.62,0.0
2023-09-07 04:03:00-04:00,20.62,20.62,20.62,20.62,0.0
2023-09-07 04:04:00-04:00,20.62,20.62,20.62,20.62,0.0
2023-09-07 04:05:00-04:00,20.62,20.62,20.62,20.62,0.0
2023-09-07 04:06:00-04:00,19.5,19.5,19.5,19.5,1.79
2023-09-07 04:07:00-04:00,19.5,19.5,19.5,19.5,0.0
2023-09-07 04:08:00-04:00,19.5,19.5,19.5,19.5,0.0
2023-09-07 04:09:00-04:00,19.5,19.5,19.5,19.5,0.0
2023-09-07 04:10:00-04:00,19.5,19.5,19.5,19.5,0.0
2023-09-07 04:11:00-04:00,19.5,19.5,19.5,19.5,0.0
2023-09-07 04:12:00-04:00,19.5,19.5,19.5,19.5,0.0
2023-09-07 04:13:00-04:00,19.49,19.49,19.49,19.49,5.13
2023-09-07 04:14:00-04:00,19.49,19.49,19.49,19.49,0.0
2023-09-07 04:15:00-04:00,19.49,19.49,19.49,19.49,0.0
2023-09-07 04:16:00-04:00,19.49,19.49,19.49,19.49,0.0
2023-09-07 04:17:00-04:00,19.49,19.49,19.49,19.49,0.0
2023-09-07 04:18:00-04:00,19.49,19.49,19.49,19.49,0.0
2023-09-07 04:19:00-04:00,19.49,19.49,19.49,19.49,0.0
2023-09-07 04:20:00-04:00,19.49,19.49,19.49,19.49,0.0
2023-09-07 04:21:00-04:00,19.51,19.51,19.51,19.51,1.0
2023-09-07 04:22:00-04:00,19.51,19.51,19.51,19.51,0.0
2023-09-07 04:23:00-04:00,19.51,19.51,19.51,19.51,0.0
2023-09-07 04:24:00-04:00,19.51,19.51,19.51,19.51,0.0
2023-09-07 04:25:00-04:00,19.51,19.51,19.51,19.51,0.0
2023-09-07 04:26:00-04:00,19.51,19.51,19.51,19.51,0.0
2023-09-07 04:27:00-04:00,19.51,19.51,19.51,19.51,0.0
2023-09-07 04:28:00-04:00,19.51,19.51,19.51,19.51,0.0
2023-09-07 04:29:00-04:00,19.51,19.51,19.51,19.51,0.0
2023-09-07 04:30:00-04:00,19.51,19.51,19.51,19.51,0.0
2023-09-07 04:31:00-04:00,19.5,19.51,19.5,19.51,2.0
2023-09-07 04:32:00-04:00,19.51,19.51,19.51,19.51,0.0
2023-09-07 04:33:00-04:00,19.51,19.51,19.51,19.51,0.0
2023-09-07 04:34:00-04:00,19.51,19.51,19.51,19.51,0.0
2023-09-07 04:35:00-04:00,19.51,19.51,19.51,19.51,0.0
2023-09-07 04:36:00-04:00,19.51,19.51,19.51,19.51,4.35
2023-09-07 04:37:00-04:00,19.51,19.51,19.51,19.51,11.23
2023-09-07 04:38:00-04:00,19.5,19.5,19.47,19.47,5.13
2023-09-07 04:39:00-04:00,19.47,19.47,19.47,19.47,0.0
2023-09-07 04:40:00-04:00,19.47,19.47,19.47,19.47,0.0
2023-09-07 04:41:00-04:00,19.47,19.47,19.47,19.47,0.0
2023-09-07 04:42:00-04:00,19.47,19.47,19.47,19.47,0.0
2023-09-07 04:43:00-04:00,19.47,19.47,19.47,19.47,0.0
2023-09-07 04:44:00-04:00,19.47,19.47,19.47,19.47,0.0
2023-09-07 04:45:00-04:00,19.47,19.47,19.47,19.47,0.0
2023-09-07 04:46:00-04:00,19.47,19.47,19.47,19.47,0.0
2023-09-07 04:47:00-04:00,19.47,19.47,19.47,19.47,0.0
2023-09-07 04:48:00-04:00,19.47,19.47,19.47,19.47,0.0
2023-09-07 04:49:00-04:00,19.47,19.47,19.47,19.47,0.0
2023-09-07 04:50:00-04:00,19.47,19.47,19.47,19.47,0.0
2023-09-07 04:51:00-04:00,19.47,19.47,19.47,19.47,0.0
2023-09-07 04:52:00-04:00,19.47,19.47,19.47,19.47,0.0
2023-09-07 04:53:00-04:00,19.47,19.47,19.47,19.47,0.0
2023-09-07 04:54:00-04:00,19.47,19.47,19.47,19.47,0.0
2023-09-07 04:55:00-04:00,19.47,19.47,19.47,19.47,0.0
2023-09-07 04:56:00-04:00,19.52,19.52,19.52,19.52,6.0
2023-09-07 04:57:00-04:00,19.52,19.52,19.52,19.52,0.13
2023-09-07 04:58:00-04:00,19.52,19.52,19.52,19.52,0.0
2023-09-07 04:59:00-04:00,19.53,19.53,19.53,19.53,1.0
2023-09-07 05:00:00-04:00,19.53,19.53,19.53,19.53,0.0
2023-09-07 05:01:00-04:00,19.53,19.53,19.53,19.53,0.0
2023-09-07 05:02:00-04:00,19.53,19.53,19.53,19.53,0.0
2023-09-07 05:03:00-04:00,19.53,19.53,19.53,19.53,0.0
2023-09-07 05:04:00-04:00,19.53,19.53,19.53,19.53,0.0
2023-09-07 05:05:00-04:00,19.53,19.53,19.53,19.53,0.0
2023-09-07 05:06:00-04:00,19.53,19.53,19.53,19.53,0.0
2023-09-07 05:07:00-04:00,19.53,19.53,19.53,19.53,0.0
2023-09-07 05:08:00-04:00,19.53,19.53,19.53,19.53,0.0
2023-09-07 05:09:00-04:00,19.54,19.54,19.54,19.54,0.92
2023-09-07 05:10:00-04:00,19.54,19.54,19.54,19.54,0.08
2023-09-07 05:11:00-04:00,19.55,19.55,19.55,19.55,0.92
2023-09-07 05:12:00-04:00,19.55,19.55,19.55,19.55,0.0
2023-09-07 05:13:00-04:00,19.55,19.55,19.55,19.55,0.08
2023-09-07 05:14:00-04:00,19.55,19.55,19.55,19.55,0.0
2023-09-07 05:15:00-04:00,19.55,19.55,19.55,19.55,0.0
2023-09-07 05:16:00-04:00,19.55,19.55,19.55,19.55,0.0
2023-09-07 05:17:00-04:00,19.55,19.55,19.55,19.55,0.0
2023-09-07 05:18:00-04:00,19.55,19.55,19.55,19.55,0.0
2023-09-07 05:19:00-04:00,19.55,19.55,19.55,19.55,0.0
2023-09-07 05:20:00-04:00,19.55,19.55,19.55,19.55,0.0
2023-09-07 05:21:00-04:00,19.55,19.55,19.55,19.55,0.0
2023-09-07 05:22:00-04:00,19.55,19.55,19.55,19.55,0.0
2023-09-07 05:23:00-04:00,19.55,19.55,19.55,19.55,0.0
2023-09-07 05:24:00-04:00,19.55,19.55,19.55,19.55,0.0
2023-09-07 05:25:00-04:00,19.55,19.55,19.55,19.55,0.0
2023-09-07 05:26:00-04:00,19.55,19.55,19.55,19.55,0.0
2023-09-07 05:27:00-04:00,19.55,19.55,19.55,19.55,0.0
2023-09-07 05:28:00-04:00,19.55,19.55,19.55,19.55,0.0
2023-09-07 05:29:00-04:00,19.55,19.55,19.55,19.55,0.0
2023-09-07 05:30:00-04:00,19.55,19.55,19.55,19.55,0.0
