timestamp,open,high,low,close,volume
2023-12-04 05:00:00-05:00,1.0875,1.0875,1.0875,1.0875,4.6
2023-12-04 05:01:00-05:00,1.0875,1.0875,1.0875,1.0875,0.0
2023-12-04 05:02:00-05:00,1.0875,1.0875,1.0875,1.0875,0.0
2023-12-04 05:03:00-05:00,1.0875,1.0875,1.0875,1.0875,0.0
2023-12-04 05:04:00-05:00,1.0875,1.0875,1.0875,1.0875,0.0
2023-12-04 05:05:00-05:00,1.0875,1.0875,1.0875,1.0875,0.0
2023-12-04 05:06:00-05:00,1.0875,1.0875,1.0875,1.0875,0.0
2023-12-04 05:07:00-05:00,1.0875,1.0875,1.0875,1.0875,0.0
2023-12-04 05:08:00-05:00,1.0875,1.0875,1.0875,1.0875,0.0
2023-12-04 05:09:00-05:00,1.0875,1.0875,1.0875,1.0875,0.0
2023-12-04 05:10:00-05:00,1.305,1.305,1.305,1.305,5.0
2023-12-04 05:11:00-05:00,1.305,1.305,1.305,1.305,0.0
2023-12-04 05:12:00-05:00,1.305,1.305,1.305,1.305,0.0
2023-12-04 05:13:00-05:00,1.305,1.305,1.305,1.305,0.0
2023-12-04 05:14:00-05:00,1.305,1.305,1.305,1.305,0.0
2023-12-04 05:15:00-05:00,1.305,1.305,1.305,1.305,0.0
2023-12-04 05:16:00-05:00,1.305,1.305,1.305,1.305,0.0
2023-12-04 05:17:00-05:00,1.305,1.305,1.305,1.305,0.0
2023-12-04 05:18:00-05:00,1.305,1.305,1.305,1.305,0.0
2023-12-04 05:19:00-05:00,1.305,1.305,1.305,1.305,0.0
2023-12-04 05:20:00-05:00,1.305,1.305,1.305,1.305,0.0
2023-12-04 05:21:00-05:00,1.305,1.305,1.305,1.305,0.0
2023-12-04 05:22:00-05:00,1.305,1.305,1.305,1.305,0.0
2023-12-04 05:23:00-05:00,1.305,1.305,1.305,1.305,0.0
2023-12-04 05:24:00-05:00,1.305,1.305,1.305,1.305,0.0
2023-12-04 05:25:00-05:00,1.305,1.305,1.305,1.305,0.0
2023-12-04 05:26:00-05:00,1.305,1.305,1.305,1.305,0.0
2023-12-04 05:27:00-05:00,1.305,1.305,1.305,1.305,0.0
2023-12-04 05:28:00-05:00,1.305,1.305,1.305,1.305,0.0
2023-12-04 05:29:00-05:00,1.305,1.305,1.305,1.305,0.0
2023-12-04 05:30:00-05:00,1.305,1.305,1.305,1.305,0.0
2023-12-04 05:31:00-05:00,1.305,1.305,1.305,1.305,0.0
2023-12-04 05:32:00-05:00,1.305,1.305,1.305,1.305,0.0
2023-12-04 05:33:00-05:00,1.305,1.305,1.305,1.305,0.0
2023-12-04 05:34:00-05:00,1.305,1.305,1.305,1.305,0.0
2023-12-04 05:35:00-05:00,1.305,1.305,1.305,1.305,0.0
2023-12-04 07:30:00-05:00,1.0875,1.305,1.0868,1.09,1045008.0
2023-12-04 07:31:00-05:00,1.0937,1.098,1.0864,1.0882,149244.1
2023-12-04 07:32:00-05:00,1.0884,1.0911,1.0875,1.0893,106888.5
2023-12-04 07:33:00-05:00,1.089,1.0896,1.0876,1.088,51261.0
2023-12-04 07:34:00-05:00,1.088,1.0888,1.0876,1.0876,29298.6
2023-12-04 07:35:00-05:00,1.0877,1.0879,1.0876,1.0877,13713.5
2023-12-04 07:36:00-05:00,1.0878,1.0878,1.0876,1.0877,33351.9
2023-12-04 07:37:00-05:00,1.0878,1.0878,1.0876,1.0877,11128.6
2023-12-04 07:38:00-05:00,1.0878,1.0881,1.0876,1.088,40050.2
2023-12-04 07:39:00-05:00,1.088,1.0881,1.0877,1.0877,72536.4
2023-12-04 07:40:00-05:00,1.0877,1.0881,1.0877,1.088,29439.0
2023-12-04 07:41:00-05:00,1.088,1.0881,1.087,1.0877,66773.3
2023-12-04 07:42:00-05:00,1.0874,1.0876,1.0853,1.086,12837.5
2023-12-04 07:43:00-05:00,1.086,1.086,1.0842,1.0854,29370.5
2023-12-04 07:44:00-05:00,1.0852,1.0874,1.085,1.0874,22444.7
2023-12-04 07:45:00-05:00,1.0874,1.0888,1.0851,1.0869,76282.2
2023-12-04 07:46:00-05:00,1.0861,1.0873,1.0851,1.0868,13228.3
2023-12-04 07:47:00-05:00,1.0868,1.0869,1.0857,1.0857,16489.2
2023-12-04 07:48:00-05:00,1.0856,1.0866,1.085,1.0866,4673.4
2023-12-04 07:49:00-05:00,1.0866,1.0868,1.0855,1.0866,2876.0
2023-12-04 07:50:00-05:00,1.0866,1.0869,1.0863,1.0863,4077.1
2023-12-04 07:51:00-05:00,1.0864,1.0869,1.0863,1.0868,3435.2
2023-12-04 07:52:00-05:00,1.0866,1.0869,1.0863,1.0868,4215.8
2023-12-04 07:53:00-05:00,1.0868,1.0869,1.0864,1.0868,10069.3
2023-12-04 07:54:00-05:00,1.0867,1.0868,1.0863,1.0864,5639.2
2023-12-04 07:55:00-05:00,1.0867,1.0867,1.0865,1.0865,3037.3
2023-12-04 07:56:00-05:00,1.0865,1.0867,1.086,1.0867,21809.5
2023-12-04 07:57:00-05:00,1.0868,1.087,1.0861,1.0868,11703.4
2023-12-04 07:58:00-05:00,1.0868,1.0869,1.0861,1.0869,10892.2
2023-12-04 07:59:00-05:00,1.0868,1.0869,1.0861,1.0862,15215.3
2023-12-04 08:00:00-05:00,1.0863,1.0871,1.0863,1.0871,12759.8
2023-12-04 08:01:00-05:00,1.087,1.0871,1.0862,1.0862,10978.1
2023-12-04 08:02:00-05:00,1.0862,1.0871,1.0862,1.0868,9961.9
2023-12-04 08:03:00-05:00,1.0867,1.0868,1.0859,1.0867,8114.1
2023-12-04 08:04:00-05:00,1.0866,1.0868,1.0864,1.0867,3383.3
2023-12-04 08:05:00-05:00,1.0865,1.0866,1.0864,1.0865,6005.3
2023-12-04 08:06:00-05:00,1.0865,1.0866,1.0864,1.0865,6927.0
2023-12-04 08:07:00-05:00,1.0865,1.0871,1.0861,1.0866,11068.1
2023-12-04 08:08:00-05:00,1.0866,1.0866,1.0861,1.0863,7363.1
2023-12-04 08:09:00-05:00,1.0863,1.0864,1.0855,1.0863,4822.7
2023-12-04 08:10:00-05:00,1.0865,1.087,1.0858,1.0863,4680.6
2023-12-04 08:11:00-05:00,1.0862,1.0863,1.086,1.0861,3875.8
2023-12-04 08:12:00-05:00,1.0861,1.0863,1.086,1.0861,11015.9
2023-12-04 08:13:00-05:00,1.0861,1.0863,1.086,1.086,3063.7
2023-12-04 08:14:00-05:00,1.0861,1.0861,1.086,1.0861,895.5
2023-12-04 08:15:00-05:00,1.0861,1.0861,1.086,1.0861,200.6
2023-12-04 08:16:00-05:00,1.0861,1.0861,1.086,1.086,2845.9
2023-12-04 08:17:00-05:00,1.0861,1.0861,1.086,1.0861,10437.7
2023-12-04 08:18:00-05:00,1.0861,1.0861,1.086,1.0861,1548.4
